t,p1x,p1y,p1h,p2x,p2y,p2h,p1ax,p1ay,p2ax,p2ay
4359,244.94654793407136,341.05132060532105,351,280.92559608492826,342.27936545723765,180.0,0.0,0.0,-0.00782325193647391,0.2240286239447194
4376,244.07017506526338,341.0452777147107,351,280.0492246547199,342.27328041805697,180.0,0.0,0.0,-0.005269580370448988,0.15090103818004738
4393,243.19374960261877,341.0422948873235,351,279.1724954984455,342.27916341854683,180.0,0.0,0.0,-0.0035494801274600883,0.10164381195072222
4410,242.317285649456,341.04189995685425,351,278.29552844970647,342.2933171559629,180.0,0.0,0.0,-0.0023908562522144488,0.06846516520016788
4427,241.44079450874958,341.04370613942575,351,277.41840242266187,342.3132449504894,180.0,0.0,0.0,-0.0016104312218930892,0.046116716363990826
4444,240.5642848125223,341.0473903781007,351,276.5411695536803,342.3372602635664,180.0,0.0,0.0,-0.0010847530954863187,0.031063264391152954
4461,239.68776313086656,341.0526780955954,351,275.66386420499833,342.3642235594868,180.0,0.0,0.0,-0.0007306672040176836,0.020923571119389396
4478,238.81116580283316,341.0603540736225,351,274.7879722932056,342.3524046741397,184.0,0.0,0.0,0.011572582279164578,-0.331395397283869
4495,237.93454114478968,341.0699308586116,351,273.91161413491454,342.3545393838941,180.0,0.0,0.0,-0.004269692979165828,0.12226800959150043
4512,237.05789355094973,341.08103803873,351,273.03494644951303,342.36620913005464,180.0,0.0,0.0,-0.0028759767029823734,0.08235719730224368
4529,236.1812291286433,341.09338877578494,351,272.1580716524541,342.38443564438296,180.0,0.0,0.0,-0.0019371983035905017,0.05547410128079977
4546,235.30455353988566,341.1067556728043,351,271.2810571804201,342.40721167075844,180.0,0.0,0.0,-0.0013048566295925002,0.03736620494282645
4563,234.42787148260697,341.1209541948562,351,270.4039475732484,342.43318478449385,180.0,0.0,0.0,-0.0008789243830290495,0.025169101248920307
4580,233.5511228677816,341.1368533101841,351,269.5282307699763,342.4204837063024,184.0,0.0,0.0,0.01147271931595969,-0.3285356961756349
4597,232.67435720800816,341.1540430298989,351,268.6520296592379,342.42175158947623,180.0,0.0,0.0,-0.004336958601558733,0.12419424499177523
4613,231.8439230063299,341.1709279260198,351,267.82183016661065,342.4319578091784,180.0,0.0,0.0,-0.10529898610079691,0.08771994681796053
4630,230.9633865809664,341.18969820967624,351,266.941345239901,342.4492579486295,180.0,0.0,0.0,0.02942861701041554,0.05670539086092189
4647,230.0840622469458,341.20911070902764,351,266.06193970360226,342.4709877687322,180.0,0.0,0.0,0.019822506521177608,0.03819557608598248
4664,229.20555486309487,341.22902206876597,351,265.1832607117531,342.4957824515617,180.0,0.0,0.0,0.013352029578660767,0.025727748462544657
4681,228.32759876233686,341.24932004990546,351,264.3050701027983,342.52272334276813,180.0,0.0,0.0,0.008993650408385597,0.017329678166443152
4698,227.45001535378393,341.26991445129244,351,263.4272070991007,342.55119276637777,180.0,0.0,0.0,0.0060579365250620415,0.011672912061842853
4715,226.5726846470189,341.29073089618856,351,262.5495630994724,342.5807761734508,180.0,0.0,0.0,0.0040805004948213045,0.007862631648137677
4732,225.6955261067165,341.31170653699445,351,261.6720646646709,342.61119620144666,180.0,0.0,0.0,0.002748540566471584,0.005296105728096801
4749,224.818485771692,341.33278705309294,351,260.79466204180335,342.64226824115065,180.0,0.0,0.0,0.001851359963103672,0.0035673470586433122
4766,223.9415275850955,341.3539245257618,351,259.91732142806615,342.6738704974126,180.0,0.0,0.0,0.0012470377024050262,0.002402891046773771
4783,223.06456061867468,341.37609818569666,351,259.0414813801687,342.6649630045114,184.0,0.0,0.0,0.012904723316943452,-0.34387054354664237
4800,222.18762255671626,341.3989886460558,351,258.1652225794804,342.6687510655655,180.0,0.0,0.0,-0.003372390384241191,0.1138650096116186
4817,221.31069958936413,341.4223721712747,351,257.2886860904313,342.68113637835444,180.0,0.0,0.0,-0.0022715722713015523,0.0766971106648148
4834,220.4337854827417,341.4460914272089,351,256.41196386294155,342.6993593325354,180.0,0.0,0.0,-0.0015300840044678706,0.05166158422499807
4851,219.55687746485268,341.4700341324315,351,255.53511640555809,342.72156228852987,180.0,0.0,0.0,-0.001030632874990879,0.03479817246702293
4868,218.67997436536453,341.4941186636038,351,254.65818377875726,342.7464953665401,180.0,0.0,0.0,-0.0006942129451141287,0.023439327794727887
4885,217.80307577168514,341.5182843262156,351,253.78119259072616,342.7733182522261,180.0,0.0,0.0,-0.00046760745252782954,0.015788245431260884
4902,216.92618164351015,341.5424847623391,351,252.90416052657903,342.8014666881231,180.0,0.0,0.0,-0.00031497068903472405,0.01063463491703876
4919,216.04929213467392,341.5666834710951,351,252.02709931765972,342.8305625412191,180.0,0.0,0.0,-0.00021215772848225855,0.007163269681301624
4937,215.1266706829176,341.59246590888694,351,251.10428209963607,342.8619054496334,180.0,0.0,0.0,0.09016681796477263,0.004616230329639485
4954,214.25350913193856,341.61670438541495,351,250.2309103158246,342.89208827025766,180.0,0.0,0.0,-0.03130653593305802,0.003229559502060572
4971,213.37913932919403,341.640828004624,351,249.35630907643267,342.9227238577954,180.0,0.0,0.0,-0.02108743378830478,0.0021753643491799176
4988,212.50395791057386,341.6648297695759,351,248.48087746376873,342.9537283159876,180.0,0.0,0.0,-0.014204058370653421,0.0014652803419982366
5005,211.6282322122029,341.68870019758316,351,247.60488412099537,342.98504792623436,180.0,0.0,0.0,-0.009567559344697224,0.0009869824709850907
5022,210.75214248562432,341.7124281376579,351,246.72850982110938,343.0166494924302,180.0,0.0,0.0,-0.006444509690513284,0.0006648109376144267
5039,209.8758103342381,341.7360012955993,351,245.85187613935886,343.048513842443,180.0,0.0,0.0,-0.0043408881674873315,0.00044780286962001155
5056,208.99936339483747,341.75457594712657,351,244.97641392351989,343.03981337913456,184.0,0.0,0.0,0.009140812258650042,-0.34518745042430465
5073,208.1228965422053,341.7683010611791,351,244.10028869277295,343.0439397421048,180.0,0.0,0.0,-0.005907682867466652,0.11297796843122578
5090,207.24644073230922,341.77736504249145,351,243.22369241304858,343.0569593144134,180.0,0.0,0.0,-0.003979292745015908,0.07609961810929763
5107,206.37002259567177,341.7819720342595,351,242.34674860939492,343.0762615434101,180.0,0.0,0.0,-0.002680369123695795,0.05125912562241056
5124,205.49360473444315,341.783347437786,351,241.4709905058139,343.05916602127235,184.0,0.0,0.0,0.010259303472913508,-0.310961996463611
5141,204.6172292424315,341.78140308555015,351,240.5945941970496,343.0578085549119,180.0,0.0,0.0,-0.005154290365846033,0.1360315249094663
5158,203.74090799839774,341.77612799752103,351,239.717742297549,343.06740403749643,180.0,0.0,0.0,-0.003471823169703762,0.09162801597673836
5175,202.86459736918135,341.7685773523843,351,238.84200413153835,343.0438038639925,184.0,0.0,0.0,0.009726196430111229,-0.2837703485510311
5192,201.9883324114405,341.7585254536346,351,237.96558294729857,343.0381519147936,180.0,0.0,0.0,-0.005513380221436685,0.15434725540668667
5209,201.1120760282882,341.7468702113591,351,237.0901185693775,343.0040316614397,184.0,0.0,0.0,0.008351045910564929,-0.2415239687037061
5226,200.2358544018318,341.7332686287474,351,236.21387501086076,342.99105758413276,180.0,0.0,0.0,-0.006439653111924064,0.18280354133148477
5243,199.35967814249648,341.71750790504086,351,235.337084656712,342.9927414173377,180.0,0.0,0.0,-0.004337616876800108,0.12313267690613107
5260,198.48351285711615,341.7004799247454,351,234.4613402612269,342.963783245416,184.0,0.0,0.0,0.00914301573225963,-0.262549461871261
5277,197.6073826652372,341.6818237231174,351,233.5848780156761,342.954548480929,180.0,0.0,0.0,-0.005906198653309586,0.1686412048792712
5294,196.73125593508524,341.6623239445175,351,232.70934710219817,342.91809301998916,184.0,0.0,0.0,0.008086451555870825,-0.231895860575709
5311,195.85515593753772,341.6415409308078,354,231.83302442937443,342.90367356413293,180.0,0.0,0.0,-0.006617878385628812,0.1892888354275777
5328,194.97909847526577,341.61917864653464,357,230.956143915117,342.9045585199112,180.0,0.0,0.0,-0.004457665727511874,0.1275010366039741
5345,194.10304362834296,341.59605581067825,0,230.08030837043358,342.87528279504164,184.0,0.0,0.0,0.009062153314384267,-0.25960702531140845
5361,193.27328405839583,341.57396602791755,3,229.25144191990395,342.8278228348935,184.0,0.0,0.0,-0.09558598483757175,-0.19049528987066083
5378,192.39349446738285,341.54981647884887,6,228.37164700679418,342.80382598872194,180.0,0.0,0.0,0.0234052130951542,0.22914703792475738
5395,191.51495640251994,341.52456926710744,9,227.49242303233902,342.7981056428168,180.0,0.0,0.0,0.015765266476641667,0.15434869575979307
5412,190.63724081626935,341.4989566729911,12,226.61499883826582,342.7642343937577,184.0,0.0,0.0,0.022683901334427166,-0.24152299851170425
5430,189.71432173361325,341.47222181138176,15,225.69310397280645,342.70803271306363,184.0,0.0,0.0,0.10470176464470252,-0.14934555949409162
5447,188.84125098117107,341.4464493482186,18,224.82003881227052,342.6820974391932,180.0,0.0,0.0,-0.03297256614888385,0.23442129739102277
5464,187.96723741156254,341.4197401952817,21,223.94534903483904,342.6749230596701,180.0,0.0,0.0,-0.022209637213833427,0.15790132762922235
